Avg Annual Daily Max Latitude             Longitude           
29.82642117413608    42.3                 -5.9                
29.29808255397912    42.3                 -5.8                
29.575577822598554   42.3                 -5.7                
30.6688683538726     42.3                 -5.6                
30.224434953747366   42.3                 -5.5                
29.795784458969575   42.3                 -5.4                
30.044096975615535   42.3                 -5.3                
30.585127050226372   42.3                 -5.2                
30.90539114403002    42.3                 -5.1                
31.078240004452798   42.3                 -5.0                
31.79024193503639    42.3                 -4.9                
33.58626079559326    42.3                 -4.8                
31.876243995897696   42.3                 -4.7                
31.57126873189753    42.3                 -4.6                
29.74356386878274    42.3                 -4.5                
31.06371857903221    42.3                 -4.4                
28.87985177473587    42.3                 -4.3                
28.797575921723332   42.3                 -4.2                
30.25870048638546    42.3                 -4.1                
30.476333415869505   42.3                 -4.0                
33.24141291416053    42.3                 -3.9                
32.89731727946889    42.3                 -3.8                
31.226122335954148   42.3                 -3.7                
30.673549738797277   42.3                 -3.6                
29.0859016938643     42.3                 -3.5                
29.691097548513707   42.3                 -3.4                
31.635840257008866   42.3                 -3.3                
31.68104564782344    42.3                 -3.2                
33.42329744859176    42.3                 -3.1                
34.95801003774007    42.3                 -3.0                
36.9996630928733     42.3                 -2.9                
37.64225154934506    42.3                 -2.8                
32.92547059781622    42.3                 -2.7                
29.409087686827675   42.3                 -2.6                
33.85948123353901    42.3                 -2.5                
38.69639577287616    42.3                 -2.4                
43.495036067384646   42.3                 -2.3                
43.48159024209689    42.3                 -2.2                
38.260256275986166   42.3                 -2.1                
33.29279785445243    42.3                 -2.0                
32.23160135384762    42.3                 -1.9                
33.07424267855558    42.3                 -1.8                
34.49284945112286    42.3                 -1.7                
35.09369679653283    42.3                 -1.6                
36.00682547598173    42.3                 -1.5                
36.007455825805685   42.3                 -1.4                
39.66286089926055    42.3                 -1.3                
38.91159991062048    42.3                 -1.2                
41.58532492319742    42.3                 -1.1                
49.30630507613675    42.3                 -1.0                
53.5925487460512     42.3                 -0.9                
52.18066042119806    42.3                 -0.8                
51.02960609667229    42.3                 -0.7                
49.53893389846339    42.3                 -0.6                
47.6244284022938     42.3                 -0.5                
45.19051522919626    42.3                 -0.4                
45.72359151551218    42.3                 -0.3                
47.543702645735316   42.3                 -0.2                
48.490818399371534   42.3                 -0.1                
50.80231524958754    42.3                 0.0                 
51.97291668978606    42.3                 0.1                 
51.08337856061531    42.3                 0.2                 
48.806149627223164   42.3                 0.3                 
48.74749761639221    42.3                 0.4                 
47.26401782758309    42.3                 0.5                 
45.70997917290889    42.3                 0.6                 
44.241028178821914   42.3                 0.7                 
44.03207264524518    42.3                 0.8                 
44.228011709271044   42.3                 0.9                 
45.46661790211995    42.3                 1.0                 
46.29036816683682    42.3                 1.1                 
45.38353214841899    42.3                 1.2                 
45.25846461093786    42.3                 1.3                 
46.79755138628411    42.3                 1.4                 
46.212296890489995   42.3                 1.5                 
46.906200148842565   42.3                 1.6                 
50.47790166103479    42.3                 1.7                 
55.6555956060236     42.3                 1.8                 
61.401202722029254   42.3                 1.9                 
64.62042848991625    42.3                 2.0                 
64.22334512074788    42.3                 2.1                 
62.415285832954154   42.3                 2.2                 
56.045979788809106   42.3                 2.3                 
55.97307141621907    42.3                 2.4                 
60.01898823362408    42.3                 2.5                 
61.3610923651493     42.3                 2.6                 
61.10721984054104    42.3                 2.7                 
64.40309143066408    42.3                 2.8                 
65.21574031945433    42.3                 2.9                 
66.40874235557789    42.3                 3.0                 
68.9236981652        42.3                 3.1                 
72.60008765711932    42.3                 3.2                 
0.0                  42.3                 3.3                 
0.0                  42.3                 3.4                 
0.0                  42.3                 3.5                 
0.0                  42.3                 3.6                 
0.0                  42.3                 3.7                 
0.0                  42.3                 3.8                 
0.0                  42.3                 3.9                 
0.0                  42.3                 4.0                 
0.0                  42.3                 4.1                 
0.0                  42.3                 4.2                 
0.0                  42.3                 4.3                 
0.0                  42.3                 4.4                 
0.0                  42.4                 -9.3                
0.0                  42.4                 -9.2                
0.0                  42.4                 -9.1                
0.0                  42.4                 -9.0                
73.15137556827428    42.4                 -8.9                
73.71069318597968    42.4                 -8.8                
73.72900223009516    42.4                 -8.7                
69.68439206210049    42.4                 -8.6                
63.43454412980514    42.4                 -8.5                
58.68847133174091    42.4                 -8.4                
55.3988211371682     42.4                 -8.3                
53.84618155161539    42.4                 -8.2                
53.221161697850086   42.4                 -8.1                
49.86162714524704    42.4                 -8.0                
48.40881419904302    42.4                 -7.9                
47.646311124165855   42.4                 -7.8                
45.29013026844372    42.4                 -7.7                
48.57020548618201    42.4                 -7.6                
52.70976332462196    42.4                 -7.5                
53.21765784061318    42.4                 -7.4                
55.83439017787125    42.4                 -7.3                
61.360934690995656   42.4                 -7.2                
63.59942407319038    42.4                 -7.1                
59.8763511542118     42.4                 -7.0                
57.636587403037346   42.4                 -6.9                
50.40151399554628    42.4                 -6.8                
46.46666203123149    42.4                 -6.7                
39.214433409950956   42.4                 -6.6                
32.74417134487268    42.4                 -6.5                
29.352088639230445   42.4                 -6.4                
26.156299576614842   42.4                 -6.3                
25.709249351963848   42.4                 -6.2                
27.08542726979112    42.4                 -6.1                
26.301817373795945   42.4                 -6.0                
28.84807075153698    42.4                 -5.9                
28.833860411788475   42.4                 -5.8                
29.4027271270752     42.4                 -5.7                
29.681421395504113   42.4                 -5.6                
30.476717110836137   42.4                 -5.5                
32.048930081454195   42.4                 -5.4                
32.71621867382165    42.4                 -5.3                
32.47590640096953    42.4                 -5.2                
33.99074239441842    42.4                 -5.1                
34.94106246485855    42.4                 -5.0                
34.28622159090909    42.4                 -4.9                
35.945812890023895   42.4                 -4.8                
35.83858513109612    42.4                 -4.7                
32.621867642258145   42.4                 -4.6                
33.000567754109696   42.4                 -4.5                
33.37620490970034    42.4                 -4.4                
31.841844934405703   42.4                 -4.3                
30.71881352048932    42.4                 -4.2                
31.898806398565117   42.4                 -4.1                
33.57625657861883    42.4                 -4.0                
36.11670676144687    42.4                 -3.9                
35.10239647374009    42.4                 -3.8                
32.86619382916074    42.4                 -3.7                
32.29673001260468    42.4                 -3.6                
31.260393691785403   42.4                 -3.5                
29.135427301580254   42.4                 -3.4                
30.639701062982727   42.4                 -3.3                
33.8559190865719     42.4                 -3.2                
34.94992091438988    42.4                 -3.1                
38.10915685422493    42.4                 -3.0                
43.40809351025204    42.4                 -2.9                
42.702458136009454   42.4                 -2.8                
36.78427626869896    42.4                 -2.7                
32.253868334221124   42.4                 -2.6                
41.05925112782103    42.4                 -2.5                
45.4867382338553     42.4                 -2.4                
46.8879044489427     42.4                 -2.3                
45.86447707089509    42.4                 -2.2                
41.70369737798519    42.4                 -2.1                
37.91153399149577    42.4                 -2.0                
35.99936875430021    42.4                 -1.9                
35.58693202336629    42.4                 -1.8                
35.840660774346546   42.4                 -1.7                
35.91955955100782    42.4                 -1.6                
36.41742457765521    42.4                 -1.5                
35.09974498459786    42.4                 -1.4                
36.333929871067866   42.4                 -1.3                
38.228608275904804   42.4                 -1.2                
42.19905324415728    42.4                 -1.1                
51.23288723916717    42.4                 -1.0                
58.8151400306008     42.4                 -0.9                
54.90113989512125    42.4                 -0.8                
53.89275917862402    42.4                 -0.7                
51.952675761598535   42.4                 -0.6                
50.06015531944507    42.4                 -0.5                
46.610567468585394   42.4                 -0.4                
45.05442526846222    42.4                 -0.3                
52.345768119349636   42.4                 -0.2                
52.36264587171149    42.4                 -0.1                
55.169302882570214   42.4                 0.0                 
58.92248821258547    42.4                 0.1                 
57.45535714698559    42.4                 0.2                 
54.97429685881644    42.4                 0.3                 
56.65903675194944    42.4                 0.4                 
56.84118016560872    42.4                 0.5                 
52.68688077637644    42.4                 0.6                 
51.765733978965066   42.4                 0.7                 
50.69836578947124    42.4                 0.8                 
51.44758900729093    42.4                 0.9                 
53.77609718207158    42.4                 1.0                 
56.410496480537184   42.4                 1.1                 
53.0956889065829     42.4                 1.2                 
48.98252570990361    42.4                 1.3                 
51.255502440712654   42.4                 1.4                 
50.44582124189896    42.4                 1.5                 
50.4322644147006     42.4                 1.6                 
53.0501522584395     42.4                 1.7                 
57.97527821858725    42.4                 1.8                 
64.35061515461311    42.4                 1.9                 
66.574092575998      42.4                 2.0                 
67.16982512040572    42.4                 2.1                 
69.08765295780063    42.4                 2.2                 
74.75473317232998    42.4                 2.3                 
64.29329065843062    42.4                 2.4                 
58.480213078585535   42.4                 2.5                 
58.4013320460464     42.4                 2.6                 
62.26715954867276    42.4                 2.7                 
69.38776337016714    42.4                 2.8                 
68.11680975827305    42.4                 2.9                 
66.37356610731646    42.4                 3.0                 
67.3394232374249     42.4                 3.1                 
70.967216722893      42.4                 3.2                 
0.0                  42.4                 3.3                 
0.0                  42.4                 3.4                 
0.0                  42.4                 3.5                 
0.0                  42.4                 3.6                 
0.0                  42.4                 3.7                 
0.0                  42.4                 3.8                 
0.0                  42.4                 3.9                 
0.0                  42.4                 4.0                 
0.0                  42.4                 4.1                 
0.0                  42.4                 4.2                 
0.0                  42.4                 4.3                 
0.0                  42.4                 4.4                 
0.0                  42.5                 -9.3                
0.0                  42.5                 -9.2                
0.0                  42.5                 -9.1                
76.09918918031633    42.5                 -9.0                
74.40097225073613    42.5                 -8.9                
74.55169267365423    42.5                 -8.8                
72.29501284974994    42.5                 -8.7                
69.64223023616904    42.5                 -8.6                
65.10006338177304    42.5                 -8.5                
60.25198916232946    42.5                 -8.4                
56.73314502022483    42.5                 -8.3                
54.97154001756147    42.5                 -8.2                
53.513089815775565   42.5                 -8.1                
50.41991450569845    42.5                 -8.0                
48.58511358318906    42.5                 -7.9                
48.380119728319585   42.5                 -7.8                
47.94540058482778    42.5                 -7.7                
52.90182350621076    42.5                 -7.6                
56.30596293825093    42.5                 -7.5                
54.07932902827406    42.5                 -7.4                
52.075244903564446   42.5                 -7.3                
53.86394867752537    42.5                 -7.2                
54.19200064919213    42.5                 -7.1                
55.57607243277811    42.5                 -7.0                
50.145813797459454   42.5                 -6.9                
43.63629979798287    42.5                 -6.8                
41.79669721198803    42.5                 -6.7                
36.544875607346036   42.5                 -6.6                
31.25305288488215    42.5                 -6.5                
28.163374163887724   42.5                 -6.4                
26.4339927037557     42.5                 -6.3                
26.694669290022414   42.5                 -6.2                
29.49406727877531    42.5                 -6.1                
28.281838518200495   42.5                 -6.0                
29.81508324363015    42.5                 -5.9                
29.751064560630102   42.5                 -5.8                
31.787571372407843   42.5                 -5.7                
31.270332452022668   42.5                 -5.6                
32.95053039897572    42.5                 -5.5                
38.186122345201895   42.5                 -5.4                
36.16080237879897    42.5                 -5.3                
37.51862323645388    42.5                 -5.2                
38.15976954951433    42.5                 -5.1                
39.16285379005201    42.5                 -5.0                
40.430050821015335   42.5                 -4.9                
40.023853793288716   42.5                 -4.8                
39.84145352334687    42.5                 -4.7                
37.053898262255125   42.5                 -4.6                
35.4298990134037     42.5                 -4.5                
33.95703347524007    42.5                 -4.4                
31.856231053670253   42.5                 -4.3                
31.955542564392097   42.5                 -4.2                
34.285022244308934   42.5                 -4.1                
36.87529945373536    42.5                 -4.0                
39.55305700591116    42.5                 -3.9                
42.16126384157125    42.5                 -3.8                
37.272372737075344   42.5                 -3.7                
32.24638178854277    42.5                 -3.6                
29.976455804073446   42.5                 -3.5                
29.287918148618758   42.5                 -3.4                
30.407359282175694   42.5                 -3.3                
33.277220581517085   42.5                 -3.2                
36.433828050440006   42.5                 -3.1                
40.406311006257035   42.5                 -3.0                
43.59582140951446    42.5                 -2.9                
41.26347699309841    42.5                 -2.8                
36.500553203351565   42.5                 -2.7                
36.425482359799474   42.5                 -2.6                
44.54204413385103    42.5                 -2.5                
48.35001493945267    42.5                 -2.4                
46.80993055574822    42.5                 -2.3                
46.15519854516694    42.5                 -2.2                
46.00727066849217    42.5                 -2.1                
45.038256818597965   42.5                 -2.0                
43.175565777402944   42.5                 -1.9                
41.14321182713363    42.5                 -1.8                
40.29722011450566    42.5                 -1.7                
39.33857862877123    42.5                 -1.6                
36.80499766089698    42.5                 -1.5                
35.41359051791103    42.5                 -1.4                
35.07744777563846    42.5                 -1.3                
36.819656603264086   42.5                 -1.2                
41.42781743136319    42.5                 -1.1                
48.48515400742041    42.5                 -1.0                
50.1708778034557     42.5                 -0.9                
50.89022786689527    42.5                 -0.8                
53.613937204534345   42.5                 -0.7                
50.96845505454323    42.5                 -0.6                
48.70273676785558    42.5                 -0.5                
46.267913644964054   42.5                 -0.4                
46.471905130328565   42.5                 -0.3                
51.13555913982969    42.5                 -0.2                
56.84039436687122    42.5                 -0.1                
60.08500509551077    42.5                 0.0                 
61.4458472511985     42.5                 0.1                 
59.5625608328617     42.5                 0.2                 
61.095266139868535   42.5                 0.3                 
65.39657847086588    42.5                 0.4                 
66.64630251219778    42.5                 0.5                 
59.090399164142035   42.5                 0.6                 
55.35357437711774    42.5                 0.7                 
55.58289071285363    42.5                 0.8                 
61.45615808891528    42.5                 0.9                 
72.39920147982511    42.5                 1.0                 
67.07289617711847    42.5                 1.1                 
67.00763644594134    42.5                 1.2                 
59.6949488032948     42.5                 1.3                 
55.71533078858346    42.5                 1.4                 
54.68506648323753    42.5                 1.5                 
55.30634897405451    42.5                 1.6                 
0.0                  42.5                 1.7                 
61.00330624435887    42.5                 1.8                 
0.0                  42.5                 1.9                 
0.0                  42.5                 2.0                 
0.0                  42.5                 2.1                 
0.0                  42.5                 2.2                 
0.0                  42.5                 2.3                 
0.0                  42.5                 2.4                 
0.0                  42.5                 2.5                 
0.0                  42.5                 2.6                 
0.0                  42.5                 2.7                 
66.50035205031887    42.5                 2.8                 
0.0                  42.5                 2.9                 
66.16177032933093    42.5                 3.0                 
0.0                  42.5                 3.1                 
0.0                  42.5                 3.2                 
0.0                  42.5                 3.3                 
0.0                  42.5                 3.4                 
0.0                  42.5                 3.5                 
0.0                  42.5                 3.6                 
0.0                  42.5                 3.7                 
0.0                  42.5                 3.8                 
0.0                  42.5                 3.9                 
0.0                  42.5                 4.0                 
0.0                  42.5                 4.1                 
0.0                  42.5                 4.2                 
0.0                  42.5                 4.3                 
0.0                  42.5                 4.4                 
0.0                  42.6                 -9.3                
0.0                  42.6                 -9.2                
78.3337161324241     42.6                 -9.1                
77.55100966944842    42.6                 -9.0                
78.51654081633598    42.6                 -8.9                
77.817820520112      42.6                 -8.8                
73.1857181895863     42.6                 -8.7                
70.34282799923058    42.6                 -8.6                
69.13444403446083    42.6                 -8.5                
63.69219297351259    42.6                 -8.4                
58.42045003717597    42.6                 -8.3                
56.001056093158155   42.6                 -8.2                
53.53387783512926    42.6                 -8.1                
49.575599612611704   42.6                 -8.0                
47.965951543865785   42.6                 -7.9                
47.50407479026101    42.6                 -7.8                
48.04832733038699    42.6                 -7.7                
51.08837789477724    42.6                 -7.6                
55.15039345712371    42.6                 -7.5                
58.36157954822886    42.6                 -7.4                
53.14562106854986    42.6                 -7.3                
50.33967954462226    42.6                 -7.2                
49.48464006366151    42.6                 -7.1                
47.388545094114356   42.6                 -7.0                
44.92526216217967    42.6                 -6.9                
41.53826037320224    42.6                 -6.8                
38.535072297760934   42.6                 -6.7                
36.5514038548325     42.6                 -6.6                
32.069272474809125   42.6                 -6.5                
29.699484449444395   42.6                 -6.4                
29.70391806689176    42.6                 -6.3                
30.553042151711217   42.6                 -6.2                
29.8015961936026     42.6                 -6.1                
29.327056104486644   42.6                 -6.0                
30.37247276306153    42.6                 -5.9                
32.70382837815718    42.6                 -5.8                
33.768903327710696   42.6                 -5.7                
34.381835619608566   42.6                 -5.6                
33.73732589952875    42.6                 -5.5                
36.72649114782161    42.6                 -5.4                
38.76279226938883    42.6                 -5.3                
42.060715068470344   42.6                 -5.2                
44.815419225981756   42.6                 -5.1                
48.28624060659697    42.6                 -5.0                
47.899946126070894   42.6                 -4.9                
45.49444634986646    42.6                 -4.8                
44.83073046713164    42.6                 -4.7                
41.20343771847813    42.6                 -4.6                
37.13508441231468    42.6                 -4.5                
34.14220171263724    42.6                 -4.4                
33.00062982963792    42.6                 -4.3                
35.41447425611092    42.6                 -4.2                
39.35693431623053    42.6                 -4.1                
40.652437499075205   42.6                 -4.0                
41.53831646659158    42.6                 -3.9                
43.35570338278106    42.6                 -3.8                
38.26777984156751    42.6                 -3.7                
32.245678641579374   42.6                 -3.6                
30.370336807135384   42.6                 -3.5                
30.814685590339426   42.6                 -3.4                
31.213015773079608   42.6                 -3.3                
33.06942893519546    42.6                 -3.2                
36.193442691456184   42.6                 -3.1                
37.41106771700309    42.6                 -3.0                
35.76444868607956    42.6                 -2.9                
34.421771685282394   42.6                 -2.8                
30.33693742752076    42.6                 -2.7                
34.893724875016645   42.6                 -2.6                
40.236161679932565   42.6                 -2.5                
42.11400205438787    42.6                 -2.4                
44.54522637164952    42.6                 -2.3                
47.06677878986704    42.6                 -2.2                
51.203316659638375   42.6                 -2.1                
52.127819061279304   42.6                 -2.0                
50.59999257867986    42.6                 -1.9                
48.524728688326746   42.6                 -1.8                
46.77084584669634    42.6                 -1.7                
44.12914582454797    42.6                 -1.6                
40.65049477779506    42.6                 -1.5                
39.59730209003796    42.6                 -1.4                
39.88835360787133    42.6                 -1.3                
40.34695807370272    42.6                 -1.2                
40.17320473988851    42.6                 -1.1                
47.152288176796674   42.6                 -1.0                
47.96337572733561    42.6                 -0.9                
50.46483979080663    42.6                 -0.8                
52.16062063159363    42.6                 -0.7                
51.98177811593722    42.6                 -0.6                
52.685344724944144   42.6                 -0.5                
47.9132042798129     42.6                 -0.4                
49.08749591942989    42.6                 -0.3                
55.90148344906895    42.6                 -0.2                
60.33654886303527    42.6                 -0.1                
63.555322618195504   42.6                 0.0                 
65.01306236151494    42.6                 0.1                 
67.61537369814788    42.6                 0.2                 
65.21340942382814    42.6                 0.3                 
67.19803896817292    42.6                 0.4                 
72.75305597709888    42.6                 0.5                 
64.75257006558503    42.6                 0.6                 
55.10930298313951    42.6                 0.7                 
57.841792337822156   42.6                 0.8                 
64.59892189141476    42.6                 0.9                 
73.49040748133805    42.6                 1.0                 
81.58476078149047    42.6                 1.1                 
75.40877873969801    42.6                 1.2                 
67.27299175840436    42.6                 1.3                 
62.25898332306835    42.6                 1.4                 
59.75702889760334    42.6                 1.5                 
59.14870444211095    42.6                 1.6                 
0.0                  42.6                 1.7                 
62.423272219571196   42.6                 1.8                 
0.0                  42.6                 1.9                 
0.0                  42.6                 2.0                 
0.0                  42.6                 2.1                 
0.0                  42.6                 2.2                 
0.0                  42.6                 2.3                 
0.0                  42.6                 2.4                 
0.0                  42.6                 2.5                 
0.0                  42.6                 2.6                 
0.0                  42.6                 2.7                 
64.60598957177366    42.6                 2.8                 
0.0                  42.6                 2.9                 
65.94988724679658    42.6                 3.0                 
0.0                  42.6                 3.1                 
0.0                  42.6                 3.2                 
0.0                  42.6                 3.3                 
0.0                  42.6                 3.4                 
0.0                  42.6                 3.5                 
0.0                  42.6                 3.6                 
0.0                  42.6                 3.7                 
0.0                  42.6                 3.8                 
0.0                  42.6                 3.9                 
0.0                  42.6                 4.0                 
0.0                  42.6                 4.1                 
0.0                  42.6                 4.2                 
0.0                  42.6                 4.3                 
0.0                  42.6                 4.4                 
0.0                  42.7                 -9.3                
0.0                  42.7                 -9.2                
0.0                  42.7                 -9.1                
79.42743000839694    42.7                 -9.0                
79.78048388163249    42.7                 -8.9                
78.77108076846962    42.7                 -8.8                
74.23915365970494    42.7                 -8.7                
72.06536755417336    42.7                 -8.6                
72.18836810372093    42.7                 -8.5                
65.71836971514153    42.7                 -8.4                
59.681276205814235   42.7                 -8.3                
56.8873453140259     42.7                 -8.2                
54.54224337953508    42.7                 -8.1                
50.13548518672135    42.7                 -8.0                
48.90078033100477    42.7                 -7.9                
47.73054692239474    42.7                 -7.8                
46.91227586341627    42.7                 -7.7                
48.410791165900974   42.7                 -7.6                
50.778514139580004   42.7                 -7.5                
52.36477051359235    42.7                 -7.4                
49.7678727236661     42.7                 -7.3                
46.81685074892911    42.7                 -7.2                
44.63431031776198    42.7                 -7.1                
44.10947293946237    42.7                 -7.0                
42.24360532471629    42.7                 -6.9                
41.060574011369184   42.7                 -6.8                
37.30116459817598    42.7                 -6.7                
35.64786465962728    42.7                 -6.6                
34.67780514919397    42.7                 -6.5                
34.4756945696744     42.7                 -6.4                
35.10237734245531    42.7                 -6.3                
36.095093813809484   42.7                 -6.2                
35.704263571536906   42.7                 -6.1                
34.10211727835916    42.7                 -6.0                
33.66670001636851    42.7                 -5.9                
33.37642874862208    42.7                 -5.8                
32.73739913015655    42.7                 -5.7                
34.34077918890751    42.7                 -5.6                
35.305100758870445   42.7                 -5.5                
39.15766716003418    42.7                 -5.4                
42.928002415281355   42.7                 -5.3                
48.495371789643265   42.7                 -5.2                
53.01425292275168    42.7                 -5.1                
56.049407872286714   42.7                 -5.0                
56.10798153732762    42.7                 -4.9                
49.97279187404747    42.7                 -4.8                
46.600728670756034   42.7                 -4.7                
42.43674090414336    42.7                 -4.6                
38.17856831984087    42.7                 -4.5                
35.98443947416364    42.7                 -4.4                
35.990936568289094   42.7                 -4.3                
40.33404491886948    42.7                 -4.2                
42.211793177055576   42.7                 -4.1                
42.50642088687781    42.7                 -4.0                
42.426438533898555   42.7                 -3.9                
41.017944682728164   42.7                 -3.8                
37.11615969917991    42.7                 -3.7                
32.99611986044682    42.7                 -3.6                
32.8043845205596     42.7                 -3.5                
35.7278671987129     42.7                 -3.4                
33.275412270517066   42.7                 -3.3                
34.34911291527025    42.7                 -3.2                
37.97668878959886    42.7                 -3.1                
38.6565146301732     42.7                 -3.0                
35.76876596970992    42.7                 -2.9                
32.47958911548961    42.7                 -2.8                
30.519898053371545   42.7                 -2.7                
33.65448964725841    42.7                 -2.6                
37.234138488769524   42.7                 -2.5                
41.06107724796642    42.7                 -2.4                
45.312659090215504   42.7                 -2.3                
48.58623441060385    42.7                 -2.2                
55.79815355936685    42.7                 -2.1                
59.485411615082704   42.7                 -2.0                
60.11214657985803    42.7                 -1.9                
58.316508842237084   42.7                 -1.8                
54.95836824359317    42.7                 -1.7                
52.12635167439779    42.7                 -1.6                
48.3225138693145     42.7                 -1.5                
47.16390358317981    42.7                 -1.4                
47.06472258134323    42.7                 -1.3                
43.85841225132797    42.7                 -1.2                
44.11745380632804    42.7                 -1.1                
47.427944472341835   42.7                 -1.0                
48.02108244462447    42.7                 -0.9                
52.897344184644304   42.7                 -0.8                
52.23283941095526    42.7                 -0.7                
52.38230653242632    42.7                 -0.6                
53.31107911196624    42.7                 -0.5                
52.769068515662      42.7                 -0.4                
55.13913333777226    42.7                 -0.3                
60.496491403290726   42.7                 -0.2                
66.35757856658013    42.7                 -0.1                
68.51294855637987    42.7                 0.0                 
69.00969389713174    42.7                 0.1                 
73.5531934102376     42.7                 0.2                 
79.00205265391956    42.7                 0.3                 
70.66097013878102    42.7                 0.4                 
68.74234572323884    42.7                 0.5                 
63.045397816282325   42.7                 0.6                 
58.47241340983997    42.7                 0.7                 
60.98057642850008    42.7                 0.8                 
64.35385571104108    42.7                 0.9                 
72.4007840012059     42.7                 1.0                 
80.2164259823886     42.7                 1.1                 
78.93541000828601    42.7                 1.2                 
71.69833518519548    42.7                 1.3                 
66.49553668860233    42.7                 1.4                 
63.528149691495024   42.7                 1.5                 
0.0                  42.7                 1.6                 
0.0                  42.7                 1.7                 
0.0                  42.7                 1.8                 
0.0                  42.7                 1.9                 
0.0                  42.7                 2.0                 
0.0                  42.7                 2.1                 
0.0                  42.7                 2.2                 
0.0                  42.7                 2.3                 
0.0                  42.7                 2.4                 
0.0                  42.7                 2.5                 
0.0                  42.7                 2.6                 
0.0                  42.7                 2.7                 
0.0                  42.7                 2.8                 
0.0                  42.7                 2.9                 
0.0                  42.7                 3.0                 
0.0                  42.7                 3.1                 
0.0                  42.7                 3.2                 
0.0                  42.7                 3.3                 
0.0                  42.7                 3.4                 
0.0                  42.7                 3.5                 
0.0                  42.7                 3.6                 
0.0                  42.7                 3.7                 
0.0                  42.7                 3.8                 
0.0                  42.7                 3.9                 
0.0                  42.7                 4.0                 
0.0                  42.7                 4.1                 
0.0                  42.7                 4.2                 
0.0                  42.7                 4.3                 
0.0                  42.7                 4.4                 
0.0                  42.8                 -9.3                
0.0                  42.8                 -9.2                
82.1626132618297     42.8                 -9.1                
79.5573828148119     42.8                 -9.0                
78.21706534876968    42.8                 -8.9                
73.50221385377826    42.8                 -8.8                
71.68966900218616    42.8                 -8.7                
70.74293720360959    42.8                 -8.6                
68.56069801792952    42.8                 -8.5                
65.5330264640577     42.8                 -8.4                
60.41698019432301    42.8                 -8.3                
56.642468105662964   42.8                 -8.2                
52.98373887033171    42.8                 -8.1                
49.77956011801055    42.8                 -8.0                
49.23997520677972    42.8                 -7.9                
47.177634672685116   42.8                 -7.8                
46.02014154376405    42.8                 -7.7                
46.58010670633029    42.8                 -7.6                
47.5302048885461     42.8                 -7.5                
47.64774296500466    42.8                 -7.4                
46.58621117562958    42.8                 -7.3                
44.52546538728657    42.8                 -7.2                
42.971630645520754   42.8                 -7.1                
42.09649201595422    42.8                 -7.0                
40.69370977806322    42.8                 -6.9                
39.88255931391859    42.8                 -6.8                
38.97531278205641    42.8                 -6.7                
39.30190849304199    42.8                 -6.6                
38.95848022807728    42.8                 -6.5                
40.25126659508908    42.8                 -6.4                
40.98842447454278    42.8                 -6.3                
41.847028154315375   42.8                 -6.2                
43.35580840255275    42.8                 -6.1                
40.84045150063255    42.8                 -6.0                
38.69083927616929    42.8                 -5.9                
38.28390436461477    42.8                 -5.8                
35.80743301276004    42.8                 -5.7                
36.54993320233896    42.8                 -5.6                
38.835832682522856   42.8                 -5.5                
45.319591955705114   42.8                 -5.4                
48.926267334909156   42.8                 -5.3                
56.85177756800795    42.8                 -5.2                
63.33124403520063    42.8                 -5.1                
64.83993299079665    42.8                 -5.0                
63.9610235040838     42.8                 -4.9                
55.84152762095132    42.8                 -4.8                
49.344572442950636   42.8                 -4.7                
44.2984857559204     42.8                 -4.6                
